Sale Identifier,Date,Book Title,Quantity,Unit Price,Total Price
1335,2024-05-02,The Clash of Civilizations and the Remaking of World Order,2,18.91,37.82
1336,2021-02-24,"Whitney, My Love",3,28.83,86.49
1337,2023-08-30,The Next 100 Years,1,20.64,20.64
1338,2023-10-29,Freakonomics,2,24.61,49.22
1338,2024-07-13,Dracula,3,27.14,81.42
1339,2023-05-28,On Tyranny,2,22.68,45.36
1339,2023-10-01,Rachel's Holiday,3,14.92,44.76
1339,2023-03-06,The Polyvagal Theory in Therapy,3,25.13,75.39
1339,2022-03-07,The Secret Place,3,18.93,56.79
1339,2024-05-20,Too Big to Fail,1,29.02,29.02
1340,2021-07-10,Tao Te Ching,2,44.98,89.96
1340,2020-11-26,Nicomachean Ethics,2,26.94,53.88
1341,2022-08-06,This is Marketing,1,13.78,13.78
1342,2024-03-23,Get Good with Money,1,23.32,23.32
1343,2020-02-07,Everything Is F*cked: A Book About Hope,3,17.3,51.9
1344,2022-05-30,Between the Stops,3,20.54,61.62
1345,2021-08-18,The 4-Hour Workweek,1,28.35,28.35
1346,2024-06-11,Open,3,18.69,56.07
1347,2024-02-05,Walden,3,22.5,67.5
1347,2019-12-31,The Age of Surveillance Capitalism,2,13.34,26.68
1347,2022-06-23,It Ends with Us,3,22.07,66.21
1348,2021-01-17,Educated: A Memoir,2,16.14,32.28
1348,2025-05-20,You Are a Badass at Making Money,2,31.65,63.3
1349,2021-07-13,Dracula,3,28.44,85.32
1349,2023-09-06,Strangers on a Train,2,27.58,55.16
1350,2019-03-16,The Caves of Steel,1,42.42,42.42
1351,2019-07-08,Twenty Thousand Leagues Under the Seas,3,44.87,134.61
1352,2019-06-04,The Selfish Gene,2,28.01,56.02
1353,2022-06-20,An Inconvenient Truth,2,11.08,22.16
1353,2024-12-16,The Way of Kings,2,20.02,40.04
1354,2022-02-01,The ONE Thing,2,43.1,86.2
1355,2022-04-21,Beating the Street,2,20.26,40.52
1355,2024-11-12,The Great Hack: How the Digital Takeover of Our Elections and Our Data Is Under Threat,2,39.56,79.12
1355,2020-05-25,The Smartest Guys in the Room,3,25.18,75.54
1355,2021-09-14,Dare to Lead,1,30.07,30.07
1355,2021-02-16,No One Is Too Small to Make a Difference,1,13.81,13.81
1356,2023-05-24,Leadership in Turbulent Times,2,18.44,36.88
1356,2024-10-03,A Walk to Remember,1,19.65,19.65
1357,2025-06-28,The Haunting of Hill House,2,15.23,30.46
1357,2023-02-25,Getting the Love You Want,2,43.31,86.62
1358,2019-10-29,The Willpower Instinct,3,10.96,32.88
1358,2023-12-02,Trauma and Recovery,1,12.12,12.12
1358,2022-09-12,The Artist's Way,2,18.13,36.26
1359,2022-05-16,The Richest Man in Babylon,2,33.3,66.6
1360,2019-06-04,"Farewell, My Lovely",3,34.72,104.16
1361,2025-11-23,Principles for Dealing with the Changing World Order,2,23.51,47.02
1361,2024-12-05,Nicomachean Ethics,2,29.12,58.24
1361,2021-02-16,"Richer, Wiser, Happier",3,36.91,110.73
1361,2022-10-23,Three Weeks,1,34.83,34.83
1362,2019-06-19,The Revenge of Geography,3,17.7,53.1
1362,2019-05-16,Shoe Dog,2,45.73,91.46
1363,2022-08-24,Think for Yourself: The Art and Science of Good Judgment,3,42.61,127.83
1364,2024-08-01,I'm Glad My Mom Died,3,16.19,48.57
1365,2023-04-09,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,2,19.12,38.24
1366,2022-07-23,The State of Affairs,3,36.56,109.68
1366,2019-09-22,On War,1,12.57,12.57
1367,2022-09-08,Soft Power,2,46.49,92.98
1368,2019-08-25,The Immortal Life of Henrietta Lacks,3,37.14,111.42
1368,2020-10-20,Financial Literacy for Beginners,1,19.28,19.28
1368,2019-10-05,Complications,2,37.16,74.32
1369,2019-04-06,Security Analysis,3,14.35,43.05
1370,2021-03-22,The Great Mental Models,1,31.16,31.16
1371,2020-06-26,Humankind: A Hopeful History,3,40.41,121.23
1371,2021-11-01,The Undercover Economist,3,36.96,110.88
1372,2023-07-09,Energy and Civilization: A History,1,16.46,16.46
1372,2021-07-06,Energy and Civilization: A History,1,43.41,43.41
1372,2023-06-21,Team of Rivals,2,26.87,53.74
1373,2022-01-09,The Gene: An Intimate History,3,26.58,79.74
1373,2020-02-23,Cosmos,3,46.92,140.76
1374,2025-03-14,The New Jim Crow,3,34.79,104.37
1375,2022-05-19,The Cashflow Quadrant,3,49.92,149.76
1376,2023-03-09,Orientalism,1,32.54,32.54
1376,2024-02-22,The Fifth Season,3,35.39,106.17
1377,2022-04-25,Emotional Intelligence: Why It Can Matter More Than IQ,2,37.97,75.94
1377,2025-09-27,Predictably Irrational,2,45.25,90.5
1377,2022-05-08,A Brief History of Time,1,49.01,49.01
1378,2023-06-11,Frankenstein,1,40.16,40.16
1379,2024-08-23,The Notebook,1,14.52,14.52
1380,2020-11-03,The Age of Surveillance Capitalism,3,34.2,102.6
1380,2023-11-21,Rage Becomes Her: The Power of Women's Anger,1,39.59,39.59
1380,2021-08-24,Codependent No More,3,16.6,49.8
1380,2019-09-25,The Green Mile,1,36.85,36.85
1381,2019-07-24,Distracted: The Erosion of Attention and the Coming Dark Age,3,41.69,125.07
1381,2025-11-19,Great Expectations,3,45.06,135.18
1381,2023-12-08,What Color Is Your Parachute?,1,14.69,14.69
1381,2023-04-01,The Fifth Season,2,45.05,90.1
1381,2019-01-21,Factfulness,3,27.56,82.68
1382,2020-09-09,Digital Minimalism: Choosing a Focused Life in a Noisy World,2,15.55,31.1
1382,2022-11-11,Can You Keep a Secret?,2,12.22,24.44
1383,2020-10-31,White Fragility,1,35.63,35.63
1383,2025-07-13,The Post-American World,3,21.84,65.52
1384,2019-12-15,The Undercover Economist,3,41.73,125.19
1385,2024-03-29,Principles for Dealing with the Changing World Order,1,46.29,46.29
1386,2019-07-06,The Willpower Instinct,3,36.04,108.12
1387,2024-03-10,"Richer, Wiser, Happier",3,41.83,125.49
1387,2023-11-22,Evicted: Poverty and Profit in the American City,3,42.07,126.21
1387,2019-08-26,War and Peace,3,18.02,54.06
1387,2021-08-12,Irrational Exuberance,3,19.3,57.9
1387,2021-05-05,Cosmos,3,35.04,105.12
1387,2024-05-10,The Cashflow Quadrant,2,33.64,67.28
1387,2024-02-06,The Elements of Style,2,32.93,65.86
1388,2021-01-05,The 8th Habit,3,37.93,113.79
1389,2024-06-25,Get Good with Money,3,34.83,104.49
1389,2021-05-04,Eloquent Rage: A Black Feminist Discovers Her Superpower,3,16.38,49.14
1389,2022-09-22,Thrive,1,24.59,24.59
1389,2019-10-09,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,1,40.99,40.99
1390,2021-06-19,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,1,43.43,43.43
1390,2022-11-18,Atlas of the Heart,1,45.89,45.89
1391,2019-03-07,The State of Affairs,1,16.02,16.02
1391,2021-11-25,The Republic,2,44.45,88.9
1391,2021-09-20,How to Win Friends and Influence People,3,28.99,86.97
1391,2024-03-27,Murder on the Orient Express,3,25.64,76.92
1392,2023-11-08,Trauma and Recovery,3,25.81,77.43
1392,2025-07-30,The Haunting of Hill House,1,34.88,34.88
1393,2020-01-10,Bad Feminist,3,15.62,46.86
1393,2025-03-12,How Emotions Are Made,3,16.08,48.24
1394,2020-02-11,A People's History of the United States,2,37.99,75.98
1394,2020-06-09,Long Walk to Freedom,1,13.51,13.51
1394,2020-04-11,Writing Down the Bones,2,33.4,66.8
1394,2020-07-21,Security Analysis,3,12.8,38.4
1395,2025-07-20,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,3,17.01,51.03
1395,2023-08-09,The Battle for Paradise: Puerto Rico Stays Strong,2,12.49,24.98
1395,2023-04-05,The Green Mile,1,30.69,30.69
1395,2024-07-16,Humankind: A Hopeful History,2,13.45,26.9
1396,2024-03-26,"Women, Race, & Class",3,39.84,119.52
1397,2023-04-19,How I Lost Money in Real Estate Before It Ever Had a Chance to Lose Mine,1,39.01,39.01
1398,2021-09-10,Open,2,49.7,99.4
1398,2025-09-17,The Year of Less,2,44.68,89.36
1398,2020-03-24,Just Mercy: A Story of Justice and Redemption,2,22.57,45.14
1399,2024-01-15,Wired for Love,2,19.01,38.02
1399,2020-10-11,The Fifth Season,3,27.37,82.11
1399,2023-08-03,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,1,27.79,27.79
1399,2023-05-07,The Duke and I,3,35.5,106.5
1399,2025-03-30,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,3,32.56,97.68
1399,2019-12-25,The Children of Men,1,22.13,22.13
1400,2023-02-06,Dare to Lead,2,12.51,25.02
1401,2023-03-30,This is Marketing,3,27.4,82.2
1402,2019-10-25,How to Do Nothing: Resisting the Attention Economy,2,34.69,69.38
1402,2021-10-05,The Next 100 Years,3,37.38,112.14
1403,2023-11-15,The Seven Principles for Making Marriage Work,3,12.09,36.27
1403,2023-01-03,Evicted: Poverty and Profit in the American City,1,20.34,20.34
1403,2025-09-07,Complex PTSD: From Surviving to Thriving,3,42.01,126.03
1404,2022-01-17,Twenty Thousand Leagues Under the Seas,1,26.13,26.13
1405,2021-07-30,Letters from a Stoic,1,18.21,18.21
1405,2023-02-03,The Children of Men,3,26.34,79.02
1406,2025-09-23,Can You Keep a Secret?,3,18.69,56.07
1407,2020-08-30,Race Matters,2,16.63,33.26
1407,2021-11-23,Blink,1,12.07,12.07
1407,2022-06-25,The Girl on the Train,1,26.68,26.68
1408,2025-05-01,The Da Vinci Code,3,15.22,45.66
1408,2024-10-05,Tao Te Ching,1,19.68,19.68
1409,2024-04-24,The Caves of Steel,3,35.01,105.03
1410,2021-07-04,Misbehaving: The Making of Behavioral Economics,2,29.0,58.0
1411,2024-07-12,The 8th Habit,2,19.48,38.96
1412,2023-03-22,Smarter Faster Better,3,46.87,140.61
1412,2023-07-03,Tao Te Ching,1,49.31,49.31
1412,2021-06-06,When Things Fall Apart,1,40.0,40.0
1412,2020-01-10,Can You Keep a Secret?,2,33.84,67.68
1413,2025-07-17,The Great Hack: How the Digital Takeover of Our Elections and Our Data Is Under Threat,3,26.56,79.68
1413,2023-02-27,The 48 Laws of Power,2,32.72,65.44
1414,2019-10-03,Manufacturing Consent,1,17.78,17.78
1414,2021-09-03,Women Who Love Too Much,1,48.79,48.79
1414,2019-09-04,Brave New World,2,19.94,39.88
1415,2020-10-30,Digital Minimalism: Choosing a Focused Life in a Noisy World,3,30.21,90.63
1416,2020-08-01,Mindset: The New Psychology of Success,2,33.03,66.06
1416,2024-12-20,The Hobbit,2,26.48,52.96
1417,2021-07-20,What I Know for Sure,3,26.95,80.85
1418,2025-06-16,The Secret Place,3,39.63,118.89
1418,2022-12-06,Sapiens: A Graphic History,3,24.9,74.7
1419,2019-12-26,Sharp Objects,3,33.74,101.22
1419,2025-09-23,The Happiness Advantage,3,33.67,101.01
1419,2023-10-05,The ONE Thing,1,14.03,14.03
1419,2019-11-14,The Five Dysfunctions of a Team,2,32.28,64.56
1420,2024-10-07,The Old Ways,3,18.26,54.78
1420,2023-01-09,A Night to Surrender,2,17.36,34.72
1420,2023-01-18,I'm Glad My Mom Died,3,14.71,44.13
1421,2022-07-09,Just Mercy: A Story of Justice and Redemption,1,46.23,46.23
1422,2019-11-10,Villette,1,32.28,32.28
1422,2019-12-05,Lab Girl,3,28.13,84.39
1422,2024-03-24,A People's History of the United States,2,21.7,43.4
1423,2019-06-06,Think for Yourself: The Art and Science of Good Judgment,3,42.98,128.94
1424,2021-07-12,The Diary of a Young Girl,1,25.77,25.77
1424,2023-01-03,The Year of Less,2,34.62,69.24
1425,2023-03-25,A Return to Love,1,16.44,16.44
1426,2024-08-05,Neuromancer,2,33.87,67.74
1427,2023-07-09,Great Expectations,3,25.62,76.86
1428,2021-11-05,My Life on the Road,2,48.51,97.02
1428,2022-12-01,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,3,37.69,113.07
1428,2024-08-20,Analects,1,48.92,48.92
1428,2023-10-27,Why I'm No Longer Talking to White People About Race,3,49.8,149.4
1429,2023-01-09,The 4-Hour Workweek,2,44.64,89.28
1430,2021-10-11,Rosemary's Baby,1,31.02,31.02
1430,2023-10-09,Mating in Captivity,3,16.62,49.86
1431,2025-12-27,Rage Becomes Her: The Power of Women's Anger,3,38.52,115.56
1432,2020-03-20,The Little Book of Market Myths,2,22.45,44.9
1433,2021-06-07,The Willpower Instinct,2,18.67,37.34
1434,2023-08-13,Women Who Love Too Much,3,36.46,109.38
1434,2022-06-20,The Bourne Identity,1,38.96,38.96
1435,2025-02-26,Stamped from the Beginning,1,23.24,23.24
1436,2025-11-21,Hope in the Dark,2,38.95,77.9
1436,2023-06-29,Afford Anything,3,30.17,90.51
1437,2019-04-07,The Second Sex,2,14.38,28.76
1438,2021-08-08,My Grandmother's Hands: Racialized Trauma and the Pathway to Mending Our Hearts and Bodies,3,26.71,80.13
1438,2023-11-05,A Liberated Mind: How to Pivot Toward What Truly Matters,1,22.35,22.35
1438,2022-01-06,Financial Literacy for Beginners,1,18.89,18.89
1438,2023-05-18,Politics,1,19.57,19.57
1439,2021-07-19,The Word Is Murder,1,49.09,49.09
1440,2022-03-16,Emotional Intelligence: Why It Can Matter More Than IQ,3,40.22,120.66
1440,2020-02-14,Big Little Lies,2,18.02,36.04
1441,2023-04-22,Too Big to Fail,1,41.18,41.18
1442,2020-11-14,Spare,1,13.06,13.06
1443,2021-07-06,Behave: The Biology of Humans at Our Best and Worst,2,13.77,27.54
1444,2020-07-14,Get Good with Money,3,34.97,104.91
1445,2025-02-03,The Green Mile,3,22.93,68.79
1446,2020-10-01,Digital Minimalism: Choosing a Focused Life in a Noisy World,2,38.93,77.86
1446,2021-03-24,Distracted: The Erosion of Attention and the Coming Dark Age,1,26.51,26.51
1446,2021-11-06,Dune Messiah,1,30.77,30.77
1447,2020-05-12,Sapiens: A Graphic History,3,26.51,79.53
1448,2020-09-10,Codependent No More,2,18.14,36.28
1449,2022-04-25,The Myth of Normal,3,42.94,128.82
1449,2021-02-04,The Effective Executive,3,19.77,59.31
1450,2019-10-02,Us vs Them: The Failure of Globalism,1,23.85,23.85
1450,2019-12-18,Know My Name: A Memoir,2,48.35,96.7
1451,2024-01-25,Manufacturing Consent,1,32.35,32.35
1452,2022-07-16,All About Love,1,26.15,26.15
1453,2025-10-21,Misbehaving: The Making of Behavioral Economics,1,43.4,43.4
1453,2025-05-15,Love's Executioner,2,19.06,38.12
1453,2024-07-08,Humankind: A Hopeful History,2,44.06,88.12
1453,2022-07-31,My Life on the Road,3,46.42,139.26
1453,2019-07-15,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,3,34.38,103.14
1454,2022-12-26,The Richest Man in Babylon,2,41.63,83.26
1454,2022-04-11,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,2,25.22,50.44
1455,2019-06-12,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,3,13.92,41.76
1456,2022-09-02,Broke Millennial Takes On Investing,1,12.41,12.41
1457,2022-02-16,On Tyranny,1,44.91,44.91
1457,2022-07-01,The Seven Principles for Making Marriage Work,1,21.26,21.26
1458,2024-05-03,When Things Fall Apart,3,16.09,48.27
1458,2025-02-20,Divergent,1,22.23,22.23
1458,2019-06-16,Becoming,2,33.29,66.58
1459,2024-08-29,A Night to Surrender,3,36.79,110.37
1459,2022-01-17,The Girl on the Train,2,37.85,75.7
1460,2025-05-19,The Old Ways,1,39.74,39.74
1460,2023-01-13,The Da Vinci Code,3,48.09,144.27
1461,2023-01-04,Rage Becomes Her: The Power of Women's Anger,1,11.31,11.31
1461,2024-06-30,Principles for Dealing with the Changing World Order,3,27.41,82.23
1462,2023-05-22,The Caves of Steel,2,19.07,38.14
1463,2023-03-04,Starship Troopers,3,25.79,77.37
1464,2022-04-29,Who Owns the Future?,3,25.64,76.92
1465,2020-09-08,History of the Peloponnesian War,1,42.63,42.63
1466,2022-03-22,The Lord of the Rings,1,43.65,43.65
1466,2021-09-06,Arctic Dreams,1,36.84,36.84
1466,2024-10-10,Devil in Winter,1,42.0,42.0
1466,2021-02-19,Analects,1,32.04,32.04
1467,2020-09-17,Stumbling on Happiness,2,44.78,89.56
1468,2025-11-20,The Prophet,1,47.26,47.26
1469,2025-01-26,The Post-American World,3,23.27,69.81
1470,2023-12-12,How Emotions Are Made,3,38.95,116.85
1470,2020-03-20,Factfulness,1,28.3,28.3
1471,2020-02-17,The Four Pillars of Investing,3,18.78,56.34
1471,2020-09-15,Decisive: How to Make Better Choices in Life and Work,1,36.08,36.08
1472,2025-06-04,The Great Derangement: Climate Change and the Unthinkable,3,25.75,77.25
1472,2020-05-13,Meditations,1,48.03,48.03
1472,2025-01-05,Uncanny Valley,1,33.32,33.32
1473,2019-05-02,Writing Down the Bones,1,16.68,16.68
1474,2025-09-17,Against Crisis & Disaster,2,13.32,26.64
1474,2024-07-08,Getting the Love You Want,3,31.07,93.21
1475,2024-01-08,The Smartest Guys in the Room,1,14.34,14.34
1475,2023-12-21,The Talented Mr. Ripley,2,36.97,73.94
1475,2025-12-02,The Hobbit,3,49.99,149.97
1475,2023-02-09,Orientalism,3,30.19,90.57
1475,2021-10-10,Think and Grow Rich,2,37.14,74.28
1475,2025-12-22,Money Master the Game,2,22.84,45.68
1476,2021-07-21,The Effective Executive,3,17.39,52.17
1477,2021-11-21,Astrophysics for People in a Hurry,1,49.95,49.95
1477,2021-06-24,Who Owns the Future?,3,21.9,65.7
1477,2023-09-30,Quiet: The Power of Introverts in a World That Can't Stop Talking,2,37.78,75.56
1478,2019-02-03,How to Blow Up a Pipeline,3,17.89,53.67
1478,2021-02-06,Contested Will,3,21.12,63.36
1479,2022-01-06,Anna Karenina,1,17.45,17.45
1479,2020-09-09,Spare,3,26.93,80.79
1480,2019-02-10,Decisive: How to Make Better Choices in Life and Work,3,13.25,39.75
1481,2023-03-11,Dare to Lead,1,15.51,15.51
1481,2021-02-03,Race After Technology,1,23.42,23.42
1481,2025-12-10,Underland,3,43.69,131.07
1482,2021-03-26,The Alchemist,2,20.08,40.16
1483,2021-04-01,Brave New World,3,46.92,140.76
1484,2021-12-16,Race Matters,3,26.29,78.87
1485,2020-05-25,The Caves of Steel,2,42.21,84.42
1485,2020-08-26,The ONE Thing,2,19.79,39.58
1486,2024-01-22,Dare to Lead,1,10.2,10.2
1486,2021-04-18,Contested Will,3,46.9,140.7
1486,2020-01-27,"Guns, Germs, and Steel",2,15.63,31.26
1487,2020-05-18,The Sixth Extinction,1,21.36,21.36
1487,2024-11-10,Pilgrim at Tinker Creek,3,40.79,122.37
1488,2023-11-10,The Most Important Thing: Uncommon Sense for the Thoughtful Investor,1,19.66,19.66
1489,2023-01-19,What Do You Want To Do When You Grow Up?: Career Planning for the 21st Century,1,43.22,43.22
1489,2022-07-21,Agnes Grey,3,39.29,117.87
1489,2020-03-13,Native American DNA: Tribal Belonging and the False Promise of Genetic Science,2,35.56,71.12
1489,2021-01-05,Harry Potter and the Chamber of Secrets,2,38.09,76.18
1490,2020-10-24,The Republic,2,10.86,21.72
1490,2025-01-10,We Are Displaced,2,10.03,20.06
1490,2021-09-11,Human Scale Development,1,14.92,14.92
1490,2020-06-01,A New Earth,1,31.19,31.19
1490,2024-01-22,On Writing Well,3,12.18,36.54
1490,2023-02-18,The Value of Everything: Making and Taking in the Global Economy,3,32.48,97.44
1490,2023-06-05,Twitter and Tear Gas: The Power and Fragility of Networked Protest,2,39.18,78.36
1490,2024-11-29,The Caves of Steel,3,33.3,99.9
1490,2023-06-06,Angels & Demons,2,28.97,57.94
1491,2025-07-28,The Selfish Gene,1,39.88,39.88
1492,2020-12-21,The Martian,3,39.9,119.7
1493,2025-02-21,Who Owns the Future?,3,38.39,115.17
1494,2021-06-01,1776,1,27.23,27.23
1495,2022-02-03,The Clash of Civilizations and the Remaking of World Order,1,10.04,10.04
1496,2019-02-04,Thinking in Bets,2,45.13,90.26
1496,2019-09-11,Walden,3,23.46,70.38
1496,2022-07-17,The Only Game in Town,3,23.43,70.29
1497,2020-05-10,The Total Money Makeover,1,13.4,13.4
1498,2025-11-05,The Elements of Style,2,23.76,47.52
1498,2023-02-19,The Prince,1,40.41,40.41
1498,2024-10-27,Frankenstein,2,18.37,36.74
1499,2020-10-26,The Black Swan,2,26.4,52.8
1499,2019-04-09,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,1,31.95,31.95
1500,2022-07-14,"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",3,34.6,103.8
1501,2024-10-02,Think and Grow Rich,1,34.0,34.0
1501,2019-03-09,Energy and Civilization: A History,1,34.46,34.46
1502,2019-10-22,The Revenge of Geography,1,31.76,31.76
1503,2024-02-21,I'm Glad My Mom Died,3,35.57,106.71
1503,2024-04-14,Nineteen Eighty-Four,2,30.7,61.4
1503,2022-12-09,The Revenge of Geography,2,42.72,85.44
1504,2025-02-02,Admissions: A Life in Brain Surgery,2,28.4,56.8
1505,2019-02-23,Steve Jobs,3,43.22,129.66
1505,2025-07-06,Brave New World,2,32.52,65.04
1506,2024-06-26,Politics,2,45.6,91.2
1507,2024-05-06,The Ice Twins,1,44.09,44.09
1507,2021-07-11,Mindset: The New Psychology of Success,2,41.69,83.38
1508,2019-04-01,The Artist's Way,2,31.68,63.36
1508,2024-01-18,Getting the Love You Want,1,23.42,23.42
1509,2025-06-17,Homecoming: Reclaiming and Championing Your Inner Child,2,46.99,93.98
1509,2022-10-13,When Genius Failed,2,38.05,76.1
1510,2025-08-30,Norse Mythology,3,41.13,123.39
1510,2024-12-04,The Happiness Trap,3,37.76,113.28
1511,2025-12-19,Small Is Beautiful,3,45.24,135.72
1512,2022-03-13,A People's History of the United States,2,30.39,60.78
1513,2023-02-05,Freakonomics,2,35.98,71.96
1513,2023-12-15,A Tale of Two Cities,3,42.92,128.76
1513,2021-04-27,Stillness Is the Key,3,48.66,145.98
1514,2024-03-01,Moneyball,1,36.14,36.14
1515,2020-06-23,This is Marketing,1,38.18,38.18
1515,2020-09-20,The Word Is Murder,3,15.55,46.65
1515,2024-10-24,The Spy Who Came in from the Cold,2,39.42,78.84
1515,2023-01-03,Evicted: Poverty and Profit in the American City,2,35.39,70.78
1515,2021-03-26,The War of the Worlds,3,49.07,147.21
1515,2019-10-28,Factfulness,2,29.39,58.78
1515,2025-03-27,The 48 Laws of Power,1,24.43,24.43
1515,2021-06-07,On War,3,48.42,145.26
1516,2023-08-28,Rosemary's Baby,1,43.64,43.64
1517,2023-04-12,The Undercover Economist,2,23.38,46.76
1518,2025-08-21,Four Thousand Weeks: Time Management for Mortals,1,18.64,18.64
1518,2019-12-18,Can You Keep a Secret?,2,25.19,50.38
1519,2022-01-17,The Little Book That Beats the Market,1,28.84,28.84
1519,2025-02-10,Option B,3,13.8,41.4
1519,2022-08-03,Know My Name: A Memoir,1,38.91,38.91
1520,2019-11-04,Humankind: A Hopeful History,2,42.7,85.4
1521,2023-07-24,Tiny Habits,3,14.04,42.12
1521,2020-09-26,Smarter Faster Better,1,40.48,40.48
1521,2025-09-05,Saving Capitalism,1,25.94,25.94
1521,2023-01-15,Your Money or Your Life,3,45.27,135.81
1521,2020-12-30,Shoe Dog,2,10.14,20.28
1522,2024-01-08,The Attention Merchants,1,34.66,34.66
1522,2020-01-14,Mythos,2,42.18,84.36
1523,2020-03-16,Three Weeks,3,35.61,106.83
1524,2019-06-22,Antifragile,2,39.5,79.0
1525,2023-05-04,The Diary of a Young Girl,1,49.32,49.32
1525,2025-06-23,Afford Anything,3,37.06,111.18
1526,2024-06-04,The New Jim Crow,1,23.31,23.31
1527,2022-10-06,All About Love,2,47.57,95.14
1528,2019-04-26,Alexander Hamilton,3,42.97,128.91
1528,2023-04-02,Three Weeks,3,28.01,84.03
1529,2022-11-25,Harry Potter and the Chamber of Secrets,2,38.91,77.82
1529,2022-04-18,Politics,2,26.49,52.98
1529,2019-01-31,Rachel's Holiday,1,27.64,27.64
1530,2020-10-24,Distracted: The Erosion of Attention and the Coming Dark Age,2,39.58,79.16
1530,2019-05-13,Sapiens: A Graphic History,2,32.89,65.78
1530,2024-01-27,A Promised Land,3,34.44,103.32
1531,2020-04-19,Same as Ever: A Guide to What Never Changes,1,33.7,33.7
1532,2025-07-03,Money Master the Game,1,25.89,25.89
1533,2022-09-24,And Then There Were None,2,27.31,54.62
1533,2019-12-25,Too Big to Fail,2,21.65,43.3
1534,2021-06-08,Caste: The Origins of Our Discontents,1,27.35,27.35
1534,2019-05-29,The Duke and I,3,18.89,56.67
1534,2021-05-15,Neuromancer,2,28.34,56.68
1535,2021-01-17,Good to Great,2,49.74,99.48
1536,2022-10-05,Atlas of the Heart,2,40.9,81.8
1537,2025-03-26,The Prince,3,22.5,67.5
1538,2020-05-08,Too Big to Fail,3,22.31,66.93
1539,2019-07-12,A Walk in the Woods,2,43.5,87.0
1539,2023-12-12,The 4-Hour Workweek,1,33.51,33.51
1540,2020-07-28,The Little Book That Beats the Market,3,18.81,56.43
1540,2022-04-04,Arctic Dreams,2,44.0,88.0
1541,2025-01-24,Between the World and Me,1,19.82,19.82
1541,2021-07-15,Evicted: Poverty and Profit in the American City,1,34.63,34.63
1541,2024-01-08,The Only Game in Town,2,23.15,46.3
1541,2025-09-01,The Art of War,2,24.33,48.66
1541,2020-05-30,The Haunting of Hill House,3,37.21,111.63
1541,2020-04-14,The Four Pillars of Investing,1,13.31,13.31
1542,2020-11-03,Originals: How Non-Conformists Move the World,1,45.32,45.32
1543,2020-10-30,Human Scale Development,3,40.22,120.66
1544,2022-04-06,The 48 Laws of Power,1,45.38,45.38
1545,2023-03-07,The 5 Love Languages,2,32.78,65.56
1546,2021-10-05,Quiet: The Power of Introverts in a World That Can't Stop Talking,3,37.4,112.2
1546,2023-05-01,The Lean Startup,3,44.81,134.43
1546,2020-11-30,Emotional Intelligence: Why It Can Matter More Than IQ,2,18.15,36.3
1547,2025-09-25,12 Rules for Life,1,49.23,49.23
1548,2023-06-25,Sense and Sensibility,3,28.75,86.25
1549,2022-07-12,The Polyvagal Theory,2,44.4,88.8
1550,2020-08-05,The End of History and the Last Man,2,42.99,85.98
1551,2020-04-21,Bad Feminist,1,18.39,18.39
1552,2020-03-16,Dead Wake,1,39.2,39.2
1552,2022-05-07,The Better Angels of Our Nature,2,20.41,40.82
1552,2020-12-09,It Ends with Us,3,22.73,68.19
1553,2021-10-13,"Guns, Germs, and Steel",2,13.51,27.02
1553,2021-08-20,The Better Angels of Our Nature,2,21.25,42.5
1553,2021-07-22,Small Is Beautiful,3,25.29,75.87
1554,2019-08-14,Common Stocks and Uncommon Profits,3,32.37,97.11
1554,2024-11-01,Starship Troopers,3,24.74,74.22
1555,2024-04-12,Nudge,3,21.67,65.01
1556,2021-01-31,Pilgrim at Tinker Creek,1,31.11,31.11
1557,2025-05-12,Hope in the Dark,3,36.39,109.17
1557,2020-11-16,Against Crisis & Disaster,1,37.08,37.08
1557,2025-10-14,The Post-American World,1,20.86,20.86
1558,2024-10-23,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,1,44.04,44.04
1558,2022-12-27,Digital Minimalism: Choosing a Focused Life in a Noisy World,3,19.24,57.72
1559,2021-06-15,The Devil in the White City,2,11.14,22.28
1559,2021-04-03,Just Mercy: A Story of Justice and Redemption,1,35.43,35.43
1560,2024-11-30,Agnes Grey,2,32.81,65.62
1561,2022-09-26,A Scanner Darkly,2,38.68,77.36
1561,2025-01-23,Love in the Time of Cholera,2,21.39,42.78
1562,2022-03-11,Your Money or Your Life,2,20.21,40.42
1562,2020-10-09,Alexander Hamilton,2,16.81,33.62
1563,2023-12-05,The Children of Men,2,13.87,27.74
1563,2019-07-22,Moneyball,2,16.62,33.24
